call_date,platform,intent,call_duration_sec,num_turns,num_reprompts,asr_confidence,api_latency_ms,transferred_to_agent,csat_score,duration_minmax,latency_zscore,turns_decimal,duration_category,asr_level
2026-03-07,New Platform,Balance Inquiry,184.0,9,3,0.838,170.0,0,3.0,0.2531,-0.6427,0.09,Medium (2.5-5 min),Medium
2026-02-05,Legacy IVR,Cancel a Payment,266.0,9,1,0.838,268.0,0,4.0,0.4566,0.5066,0.09,Medium (2.5-5 min),Medium
2026-02-22,New Platform,Make a Payment,173.0,6,0,0.935,260.0,0,5.0,0.2258,0.4128,0.06,Medium (2.5-5 min),High
2026-01-02,Legacy IVR,Recent Transactions,173.0,4,0,0.718,190.0,0,4.0,0.2258,-0.4082,0.04,Medium (2.5-5 min),Low
2026-02-11,New Platform,Make a Payment,227.0,10,1,0.777,131.0,0,4.0,0.3598,-1.1001,0.1,Medium (2.5-5 min),Low
2026-03-04,New Platform,Cancel a Payment,241.0,6,0,0.895,175.0,0,4.0,0.3945,-0.5841,0.06,Medium (2.5-5 min),High
2026-02-07,Legacy IVR,Rewards Redemption,325.0,7,1,0.888,184.0,0,4.0,0.603,-0.4785,0.07,Long (>5 min),High
2026-02-07,Legacy IVR,Recent Transactions,261.0,8,3,0.872,184.0,0,4.0,0.4442,-0.4785,0.08,Medium (2.5-5 min),Medium
2026-03-31,New Platform,Recent Transactions,174.0,7,1,0.939,139.0,0,4.0,0.2283,-1.0063,0.07,Medium (2.5-5 min),High
2026-02-24,New Platform,Recent Transactions,147.0,7,0,0.965,208.0,0,5.0,0.1613,-0.1971,0.07,Short (<2.5 min),High
2026-02-09,New Platform,Cancel a Payment,431.0,8,2,0.978,152.0,1,3.0,0.866,-0.8538,0.08,Long (>5 min),High
2026-02-18,New Platform,Recent Transactions,169.0,6,0,0.96,170.0,0,5.0,0.2159,-0.6427,0.06,Medium (2.5-5 min),High
2026-01-30,New Platform,Make a Payment,144.0,7,0,0.88,169.0,0,4.0,0.1538,-0.6545,0.07,Short (<2.5 min),Medium
2026-03-03,New Platform,Balance Inquiry,153.0,4,0,0.917,199.0,0,3.0,0.1762,-0.3026,0.04,Medium (2.5-5 min),High
2026-03-18,New Platform,Recent Transactions,172.0,6,1,0.83,120.0,0,3.0,0.2233,-1.2291,0.06,Medium (2.5-5 min),Medium
2026-01-16,Legacy IVR,Balance Inquiry,139.0,5,1,0.75,287.0,0,4.0,0.1414,0.7294,0.05,Short (<2.5 min),Low
2026-03-13,Legacy IVR,Balance Inquiry,103.0,4,0,0.845,165.0,0,3.0,0.0521,-0.7014,0.04,Short (<2.5 min),Medium
2026-03-17,New Platform,Recent Transactions,209.0,6,2,0.95,200.0,0,4.0,0.3151,-0.2909,0.06,Medium (2.5-5 min),High
2026-02-15,Legacy IVR,Recent Transactions,263.0,8,1,0.618,285.0,0,4.0,0.4491,0.706,0.08,Medium (2.5-5 min),Low
2026-01-30,Legacy IVR,Recent Transactions,286.0,7,1,0.9,259.0,1,4.0,0.5062,0.401,0.07,Medium (2.5-5 min),High
2026-03-10,New Platform,Balance Inquiry,123.0,6,0,0.947,134.0,0,4.0,0.1017,-1.0649,0.06,Short (<2.5 min),High
2026-03-23,New Platform,Balance Inquiry,94.0,6,0,0.919,260.0,0,4.0,0.0298,0.4128,0.06,Short (<2.5 min),High
2026-03-10,New Platform,Make a Payment,290.0,7,3,0.967,173.0,0,3.0,0.5161,-0.6076,0.07,Medium (2.5-5 min),High
2026-03-19,Legacy IVR,Make a Payment,330.0,5,2,0.668,191.0,0,3.0,0.6154,-0.3965,0.05,Long (>5 min),Low
2026-02-26,New Platform,Recent Transactions,153.0,5,0,0.893,154.0,0,4.0,0.1762,-0.8304,0.05,Medium (2.5-5 min),High
2026-02-27,Legacy IVR,Make a Payment,301.0,8,1,0.857,252.0,0,4.0,0.5434,0.319,0.08,Long (>5 min),Medium
2026-01-17,Legacy IVR,Cancel a Payment,287.0,9,1,0.838,246.0,0,4.0,0.5087,0.2486,0.09,Medium (2.5-5 min),Medium
2026-03-12,New Platform,Recent Transactions,243.0,9,2,0.769,210.0,0,4.0,0.3995,-0.1736,0.09,Medium (2.5-5 min),Low
2026-01-25,Legacy IVR,Recent Transactions,224.0,7,1,0.72,248.0,0,4.0,0.3524,0.272,0.07,Medium (2.5-5 min),Low
2026-02-13,Legacy IVR,Cancel a Payment,242.0,7,1,0.863,286.0,0,3.0,0.397,0.7177,0.07,Medium (2.5-5 min),Medium
2026-03-24,New Platform,Make a Payment,355.0,7,1,0.808,167.0,1,4.0,0.6774,-0.6779,0.07,Long (>5 min),Low
2026-02-28,New Platform,Recent Transactions,250.0,5,0,0.968,215.0,0,5.0,0.4169,-0.115,0.05,Medium (2.5-5 min),High
2026-03-08,New Platform,Make a Payment,168.0,5,0,0.852,311.0,0,5.0,0.2134,1.0109,0.05,Medium (2.5-5 min),Medium
2026-03-02,New Platform,Cancel a Payment,335.0,9,2,0.758,152.0,0,3.0,0.6278,-0.8538,0.09,Long (>5 min),Low
2026-03-24,New Platform,Make a Payment,265.0,4,0,0.919,248.0,0,4.0,0.4541,0.272,0.04,Medium (2.5-5 min),High
2026-02-16,New Platform,Balance Inquiry,208.0,5,0,0.906,186.0,1,3.0,0.3127,-0.4551,0.05,Medium (2.5-5 min),High
2026-02-05,New Platform,Cancel a Payment,369.0,11,0,0.843,267.0,1,3.0,0.7122,0.4949,0.11,Long (>5 min),Medium
2026-01-24,Legacy IVR,Recent Transactions,204.0,6,1,0.838,275.0,0,4.0,0.3027,0.5887,0.06,Medium (2.5-5 min),Medium
2026-03-16,New Platform,Balance Inquiry,91.0,3,0,0.89,169.0,0,4.0,0.0223,-0.6545,0.03,Short (<2.5 min),High
2026-03-28,New Platform,Make a Payment,324.0,11,2,0.756,268.0,0,4.0,0.6005,0.5066,0.11,Long (>5 min),Low
2026-02-16,New Platform,Make a Payment,260.0,10,1,0.833,219.0,0,4.0,0.4417,-0.0681,0.1,Medium (2.5-5 min),Medium
2026-03-15,New Platform,Recent Transactions,183.0,7,0,0.962,145.0,0,4.0,0.2506,-0.9359,0.07,Medium (2.5-5 min),High
2026-03-14,Legacy IVR,Balance Inquiry,140.0,6,1,0.89,286.0,0,4.0,0.1439,0.7177,0.06,Short (<2.5 min),High
2026-02-02,Legacy IVR,Rewards Redemption,397.0,10,3,0.589,217.0,0,3.0,0.7816,-0.0915,0.1,Long (>5 min),Low
2026-01-31,New Platform,Make a Payment,235.0,9,1,0.897,241.0,0,5.0,0.3797,0.1899,0.09,Medium (2.5-5 min),High
2026-02-28,New Platform,Rewards Redemption,330.0,8,0,0.905,158.0,0,5.0,0.6154,-0.7835,0.08,Long (>5 min),High
2026-01-18,Legacy IVR,Make a Payment,161.0,6,0,0.838,181.0,0,5.0,0.196,-0.5137,0.06,Medium (2.5-5 min),Medium
2026-02-10,Legacy IVR,Recent Transactions,125.0,4,0,0.849,224.0,0,4.0,0.1067,-0.0094,0.04,Short (<2.5 min),Medium
2026-03-25,Legacy IVR,Recent Transactions,193.0,6,1,0.603,345.0,0,4.0,0.2754,1.4096,0.06,Medium (2.5-5 min),Low
2026-01-30,New Platform,Make a Payment,203.0,7,0,0.884,165.0,0,4.0,0.3002,-0.7014,0.07,Medium (2.5-5 min),Medium
2026-03-17,Legacy IVR,Make a Payment,314.0,7,1,0.809,186.0,0,3.0,0.5757,-0.4551,0.07,Long (>5 min),Low
2026-03-30,New Platform,Recent Transactions,150.0,6,0,0.867,231.0,0,5.0,0.1687,0.0727,0.06,Short (<2.5 min),Medium
2026-03-11,New Platform,Recent Transactions,166.0,5,0,0.928,199.0,0,4.0,0.2084,-0.3026,0.05,Medium (2.5-5 min),High
2026-03-13,Legacy IVR,Cancel a Payment,445.0,6,2,0.851,268.0,0,4.0,0.9007,0.5066,0.06,Long (>5 min),Medium
2026-01-12,Legacy IVR,Balance Inquiry,260.0,5,1,0.735,177.0,1,4.0,0.4417,-0.5606,0.05,Medium (2.5-5 min),Low
2026-02-20,New Platform,Balance Inquiry,115.0,3,0,0.892,197.0,0,4.0,0.0819,-0.3261,0.03,Short (<2.5 min),High
2026-01-10,New Platform,Make a Payment,263.0,7,1,0.872,145.0,0,5.0,0.4491,-0.9359,0.07,Medium (2.5-5 min),Medium
2026-01-07,Legacy IVR,Make a Payment,307.0,8,1,0.728,224.0,0,4.0,0.5583,-0.0094,0.08,Long (>5 min),Low
2026-03-29,New Platform,Make a Payment,391.0,9,2,0.929,779.0,0,3.0,0.7667,6.4996,0.09,Long (>5 min),High
2026-01-10,Legacy IVR,Recent Transactions,218.0,6,1,0.758,192.0,0,5.0,0.3375,-0.3847,0.06,Medium (2.5-5 min),Low
2026-02-28,Legacy IVR,Cancel a Payment,256.0,9,1,0.84,243.0,0,3.0,0.4318,0.2134,0.09,Medium (2.5-5 min),Medium
2026-01-18,New Platform,Recent Transactions,123.0,5,0,0.764,167.0,0,4.0,0.1017,-0.6779,0.05,Short (<2.5 min),Low
2026-01-13,New Platform,Make a Payment,253.0,6,0,0.922,186.0,0,4.0,0.4243,-0.4551,0.06,Medium (2.5-5 min),High
2026-03-25,New Platform,Recent Transactions,208.0,7,1,0.782,238.0,0,4.0,0.3127,0.1548,0.07,Medium (2.5-5 min),Low
2026-02-24,New Platform,Cancel a Payment,290.0,9,1,0.859,154.0,0,4.0,0.5161,-0.8304,0.09,Medium (2.5-5 min),Medium
2026-01-20,Legacy IVR,Cancel a Payment,314.0,5,1,0.682,404.0,0,4.0,0.5757,2.1016,0.05,Long (>5 min),Low
2026-02-09,Legacy IVR,Balance Inquiry,183.0,7,2,0.935,240.0,0,4.0,0.2506,0.1782,0.07,Medium (2.5-5 min),High
2026-02-20,New Platform,Make a Payment,257.0,7,1,0.93,174.0,0,3.0,0.4342,-0.5958,0.07,Medium (2.5-5 min),High
2026-02-02,Legacy IVR,Make a Payment,387.0,10,0,0.759,277.0,1,3.0,0.7568,0.6121,0.1,Long (>5 min),Low
2026-01-16,Legacy IVR,Make a Payment,206.0,8,0,0.793,405.0,0,4.0,0.3077,2.1133,0.08,Medium (2.5-5 min),Low
2026-03-06,Legacy IVR,Cancel a Payment,308.0,7,0,0.847,107.0,0,5.0,0.5608,-1.3816,0.07,Long (>5 min),Medium
2026-03-20,New Platform,Balance Inquiry,122.0,5,1,0.879,212.0,0,5.0,0.0993,-0.1502,0.05,Short (<2.5 min),Medium
2026-01-12,Legacy IVR,Balance Inquiry,196.0,8,3,0.708,251.0,0,3.0,0.2829,0.3072,0.08,Medium (2.5-5 min),Low
2026-03-25,New Platform,Make a Payment,214.0,7,1,0.924,244.0,0,3.0,0.3275,0.2251,0.07,Medium (2.5-5 min),High
2026-01-10,Legacy IVR,Make a Payment,313.0,8,1,0.81,184.0,0,4.0,0.5732,-0.4785,0.08,Long (>5 min),Low
2026-02-05,New Platform,Make a Payment,247.0,5,0,0.931,180.0,0,4.0,0.4094,-0.5255,0.05,Medium (2.5-5 min),High
2026-01-09,New Platform,Balance Inquiry,93.0,3,0,0.946,242.0,0,4.0,0.0273,0.2017,0.03,Short (<2.5 min),High
2026-01-17,Legacy IVR,Balance Inquiry,146.0,5,2,0.611,186.0,0,5.0,0.1588,-0.4551,0.05,Short (<2.5 min),Low
2026-02-07,New Platform,Balance Inquiry,126.0,6,1,0.944,175.0,0,3.0,0.1092,-0.5841,0.06,Short (<2.5 min),High
2026-01-22,New Platform,Cancel a Payment,243.0,7,0,0.918,172.0,0,5.0,0.3995,-0.6193,0.07,Medium (2.5-5 min),High
2026-02-08,New Platform,Rewards Redemption,280.0,9,1,0.885,215.0,0,4.0,0.4913,-0.115,0.09,Medium (2.5-5 min),Medium
2026-01-25,New Platform,Recent Transactions,133.0,4,0,0.904,138.0,0,5.0,0.1266,-1.018,0.04,Short (<2.5 min),High
2026-02-19,New Platform,Make a Payment,330.0,5,1,0.864,144.0,1,2.0,0.6154,-0.9477,0.05,Long (>5 min),Medium
2026-02-10,Legacy IVR,Recent Transactions,228.0,6,2,0.838,243.0,0,3.0,0.3623,0.2134,0.06,Medium (2.5-5 min),Medium
2026-03-14,Legacy IVR,Recent Transactions,248.0,11,2,0.898,147.0,0,4.0,0.4119,-0.9125,0.11,Medium (2.5-5 min),High
2026-02-19,Legacy IVR,Balance Inquiry,211.0,7,1,0.743,333.0,0,4.0,0.3201,1.2689,0.07,Medium (2.5-5 min),Low
2026-02-11,New Platform,Cancel a Payment,213.0,10,0,0.871,215.0,0,3.0,0.3251,-0.115,0.1,Medium (2.5-5 min),Medium
2026-02-15,Legacy IVR,Recent Transactions,238.0,6,1,0.762,233.0,0,4.0,0.3871,0.0961,0.06,Medium (2.5-5 min),Low
2026-02-07,Legacy IVR,Make a Payment,442.0,10,3,0.649,233.0,1,3.0,0.8933,0.0961,0.1,Long (>5 min),Low
2026-01-22,New Platform,Make a Payment,199.0,8,1,0.986,291.0,0,4.0,0.2903,0.7763,0.08,Medium (2.5-5 min),High
2026-03-06,New Platform,Make a Payment,216.0,9,0,0.936,229.0,0,4.0,0.3325,0.0492,0.09,Medium (2.5-5 min),High
2026-03-15,Legacy IVR,Balance Inquiry,174.0,5,1,0.733,186.0,0,4.0,0.2283,-0.4551,0.05,Medium (2.5-5 min),Low
2026-01-29,New Platform,Rewards Redemption,290.0,12,0,0.89,136.0,0,4.0,0.5161,-1.0415,0.12,Medium (2.5-5 min),High
2026-01-17,New Platform,Rewards Redemption,212.0,4,0,0.869,182.0,0,4.0,0.3226,-0.502,0.04,Medium (2.5-5 min),Medium
2026-03-24,New Platform,Recent Transactions,219.0,7,1,0.882,169.0,0,3.0,0.34,-0.6545,0.07,Medium (2.5-5 min),Medium
2026-03-24,New Platform,Make a Payment,286.0,6,1,0.881,237.0,0,4.0,0.5062,0.143,0.06,Medium (2.5-5 min),Medium
2026-02-24,New Platform,Balance Inquiry,180.0,8,1,0.877,306.0,0,4.0,0.2432,0.9523,0.08,Medium (2.5-5 min),Medium
2026-02-04,New Platform,Make a Payment,266.0,5,1,0.913,221.0,0,4.0,0.4566,-0.0446,0.05,Medium (2.5-5 min),High
2026-02-05,Legacy IVR,Make a Payment,401.0,9,2,0.826,225.0,1,1.0,0.7916,0.0023,0.09,Long (>5 min),Medium
2026-01-14,Legacy IVR,Cancel a Payment,330.0,5,1,0.843,267.0,0,3.0,0.6154,0.4949,0.05,Long (>5 min),Medium
2026-03-18,New Platform,Make a Payment,227.0,8,1,0.847,192.0,0,4.0,0.3598,-0.3847,0.08,Medium (2.5-5 min),Medium
2026-02-17,New Platform,Make a Payment,209.0,8,0,0.895,277.0,0,4.0,0.3151,0.6121,0.08,Medium (2.5-5 min),High
2026-03-20,New Platform,Make a Payment,360.0,7,1,0.838,335.0,1,2.0,0.6898,1.2924,0.07,Long (>5 min),Medium
2026-02-02,New Platform,Cancel a Payment,248.0,7,0,0.919,239.0,0,4.0,0.4119,0.1665,0.07,Medium (2.5-5 min),High
2026-01-02,Legacy IVR,Rewards Redemption,458.0,9,3,0.963,237.0,0,4.0,0.933,0.143,0.09,Long (>5 min),High
2026-03-21,New Platform,Balance Inquiry,225.0,5,1,0.905,207.0,1,2.0,0.3548,-0.2088,0.05,Medium (2.5-5 min),High
2026-01-09,Legacy IVR,Make a Payment,309.0,9,0,0.77,254.0,0,5.0,0.5633,0.3424,0.09,Long (>5 min),Low
2026-01-31,Legacy IVR,Make a Payment,422.0,12,2,0.781,306.0,0,4.0,0.8437,0.9523,0.12,Long (>5 min),Low
2026-01-17,Legacy IVR,Balance Inquiry,220.0,5,1,0.669,195.0,0,4.0,0.3424,-0.3495,0.05,Medium (2.5-5 min),Low
2026-01-07,Legacy IVR,Make a Payment,267.0,8,2,0.772,245.0,0,3.0,0.4591,0.2369,0.08,Medium (2.5-5 min),Low
2026-01-31,New Platform,Balance Inquiry,149.0,5,2,0.912,239.0,0,4.0,0.1663,0.1665,0.05,Short (<2.5 min),High
2026-01-03,Legacy IVR,Make a Payment,306.0,7,3,0.833,229.0,0,3.0,0.5558,0.0492,0.07,Long (>5 min),Medium
2026-03-13,New Platform,Recent Transactions,175.0,4,0,0.838,161.0,0,4.0,0.2308,-0.7483,0.04,Medium (2.5-5 min),Medium
2026-01-18,Legacy IVR,Unknown,218.0,6,1,0.845,392.0,0,5.0,0.3375,1.9609,0.06,Medium (2.5-5 min),Medium
2026-02-09,Legacy IVR,Make a Payment,360.0,7,2,0.766,313.0,0,3.0,0.6898,1.0344,0.07,Long (>5 min),Low
2026-01-19,Legacy IVR,Make a Payment,434.0,9,0,0.522,314.0,1,4.0,0.8734,1.0461,0.09,Long (>5 min),Low
2026-01-23,Legacy IVR,Rewards Redemption,411.0,8,0,0.823,301.0,0,5.0,0.8164,0.8936,0.08,Long (>5 min),Low
2026-03-07,New Platform,Cancel a Payment,311.0,9,3,0.944,144.0,0,4.0,0.5682,-0.9477,0.09,Long (>5 min),High
2026-01-29,Legacy IVR,Recent Transactions,225.0,5,1,0.771,242.0,0,3.0,0.3548,0.2017,0.05,Medium (2.5-5 min),Low
2026-01-17,Legacy IVR,Make a Payment,207.0,7,0,0.736,261.0,0,4.0,0.3102,0.4245,0.07,Medium (2.5-5 min),Low
2026-01-10,Legacy IVR,Balance Inquiry,354.0,7,2,0.838,325.0,1,4.0,0.6749,1.1751,0.07,Long (>5 min),Medium
2026-03-30,New Platform,Make a Payment,152.0,5,0,0.849,283.0,0,5.0,0.1737,0.6825,0.05,Medium (2.5-5 min),Medium
2026-03-13,New Platform,Recent Transactions,199.0,6,1,0.816,228.0,0,4.0,0.2903,0.0375,0.06,Medium (2.5-5 min),Low
2026-01-25,Legacy IVR,Unknown,375.0,5,1,0.727,174.0,1,4.0,0.727,-0.5958,0.05,Long (>5 min),Low
2026-01-17,Legacy IVR,Balance Inquiry,158.0,7,1,0.882,195.0,0,4.0,0.1886,-0.3495,0.07,Medium (2.5-5 min),Medium
2026-02-05,Legacy IVR,Rewards Redemption,329.0,7,2,0.772,112.0,0,4.0,0.6129,-1.323,0.07,Long (>5 min),Low
2026-02-02,New Platform,Rewards Redemption,221.0,8,0,0.933,195.0,0,4.0,0.3449,-0.3495,0.08,Medium (2.5-5 min),High
2026-02-07,Legacy IVR,Make a Payment,229.0,6,0,0.912,156.0,0,5.0,0.3648,-0.8069,0.06,Medium (2.5-5 min),High
2026-01-02,Legacy IVR,Make a Payment,267.0,7,2,0.866,190.0,0,3.0,0.4591,-0.4082,0.07,Medium (2.5-5 min),Medium
2026-01-17,New Platform,Make a Payment,379.0,8,2,0.895,178.0,1,3.0,0.737,-0.5489,0.08,Long (>5 min),High
2026-03-17,Legacy IVR,Recent Transactions,198.0,5,0,0.729,247.0,0,5.0,0.2878,0.2603,0.05,Medium (2.5-5 min),Low
2026-01-07,Legacy IVR,Rewards Redemption,428.0,9,3,0.774,164.0,0,3.0,0.8586,-0.7131,0.09,Long (>5 min),Low
2026-03-07,New Platform,Recent Transactions,189.0,7,1,0.894,151.0,0,3.0,0.2655,-0.8656,0.07,Medium (2.5-5 min),High
2026-02-28,Legacy IVR,Make a Payment,395.0,11,2,0.821,301.0,0,4.0,0.7767,0.8936,0.11,Long (>5 min),Low
2026-02-27,New Platform,Make a Payment,250.0,8,0,0.936,214.0,0,4.0,0.4169,-0.1267,0.08,Medium (2.5-5 min),High
2026-03-12,New Platform,Make a Payment,183.0,4,0,0.915,197.0,0,4.0,0.2506,-0.3261,0.04,Medium (2.5-5 min),High
2026-02-13,Legacy IVR,Recent Transactions,391.0,9,1,0.533,291.0,1,3.0,0.7667,0.7763,0.09,Long (>5 min),Low
2026-03-24,Legacy IVR,Cancel a Payment,408.0,10,3,0.863,379.0,0,3.0,0.8089,1.8084,0.1,Long (>5 min),Medium
2026-01-24,Legacy IVR,Balance Inquiry,126.0,4,0,0.745,285.0,0,5.0,0.1092,0.706,0.04,Short (<2.5 min),Low
2026-02-06,Legacy IVR,Recent Transactions,208.0,7,1,0.838,188.0,0,5.0,0.3127,-0.4316,0.07,Medium (2.5-5 min),Medium
2026-03-30,Legacy IVR,Recent Transactions,224.0,7,2,0.806,179.0,0,3.0,0.3524,-0.5372,0.07,Medium (2.5-5 min),Low
2026-03-29,New Platform,Balance Inquiry,106.0,4,0,0.886,271.0,0,4.0,0.0596,0.5418,0.04,Short (<2.5 min),Medium
2026-01-05,New Platform,Recent Transactions,206.0,5,0,0.966,201.0,0,4.0,0.3077,-0.2792,0.05,Medium (2.5-5 min),High
2026-01-01,Legacy IVR,Recent Transactions,257.0,7,1,0.597,390.0,0,4.0,0.4342,1.9374,0.07,Medium (2.5-5 min),Low
2026-02-20,Legacy IVR,Make a Payment,372.0,9,2,0.757,480.0,0,4.0,0.7196,2.9929,0.09,Long (>5 min),Low
2026-01-09,Legacy IVR,Make a Payment,267.0,9,1,0.858,238.0,0,4.0,0.4591,0.1548,0.09,Medium (2.5-5 min),Medium
2026-01-19,Legacy IVR,Rewards Redemption,339.0,9,3,0.92,335.0,0,4.0,0.6377,1.2924,0.09,Long (>5 min),High
2026-01-07,Legacy IVR,Make a Payment,335.0,8,1,0.79,308.0,0,3.0,0.6278,0.9757,0.08,Long (>5 min),Low
2026-01-02,Legacy IVR,Unknown,181.0,6,0,0.893,416.0,0,4.0,0.2457,2.2423,0.06,Medium (2.5-5 min),High
2026-01-10,Legacy IVR,Balance Inquiry,127.0,6,0,0.634,325.0,0,3.0,0.1117,1.1751,0.06,Short (<2.5 min),Low
2026-01-16,Legacy IVR,Recent Transactions,260.0,6,0,0.838,224.0,0,4.0,0.4417,-0.0094,0.06,Medium (2.5-5 min),Medium
2026-01-16,Legacy IVR,Rewards Redemption,270.0,4,0,0.71,263.0,0,4.0,0.4665,0.448,0.04,Medium (2.5-5 min),Low
2026-02-27,New Platform,Recent Transactions,175.0,8,0,0.893,193.0,0,4.0,0.2308,-0.373,0.08,Medium (2.5-5 min),High
2026-01-29,Legacy IVR,Cancel a Payment,326.0,6,0,0.871,186.0,0,5.0,0.6055,-0.4551,0.06,Long (>5 min),Medium
2026-02-18,Legacy IVR,Recent Transactions,397.0,10,3,0.836,172.0,1,3.0,0.7816,-0.6193,0.1,Long (>5 min),Medium
2026-03-04,New Platform,Balance Inquiry,136.0,5,1,0.921,262.0,0,4.0,0.134,0.4362,0.05,Short (<2.5 min),High
2026-02-10,Legacy IVR,Balance Inquiry,139.0,5,1,0.838,137.0,0,4.0,0.1414,-1.0298,0.05,Short (<2.5 min),Medium
2026-03-14,New Platform,Cancel a Payment,243.0,7,0,0.925,220.0,0,3.0,0.3995,-0.0563,0.07,Medium (2.5-5 min),High
2026-02-09,Legacy IVR,Make a Payment,300.0,8,1,0.887,269.0,0,5.0,0.5409,0.5183,0.08,Medium (2.5-5 min),High
2026-02-08,Legacy IVR,Make a Payment,269.0,7,2,0.87,203.0,0,4.0,0.464,-0.2557,0.07,Medium (2.5-5 min),Medium
2026-01-21,Legacy IVR,Rewards Redemption,289.0,6,0,0.482,248.0,0,4.0,0.5136,0.272,0.06,Medium (2.5-5 min),Low
2026-01-25,Legacy IVR,Make a Payment,303.0,11,3,0.877,199.0,0,3.0,0.5484,-0.3026,0.11,Long (>5 min),Medium
2026-03-24,Legacy IVR,Make a Payment,442.0,7,2,0.641,252.0,1,3.0,0.8933,0.319,0.07,Long (>5 min),Low
2026-01-28,New Platform,Recent Transactions,117.0,5,0,0.857,188.0,0,4.0,0.0868,-0.4316,0.05,Short (<2.5 min),Medium
2026-02-17,Legacy IVR,Recent Transactions,323.0,12,2,0.838,151.0,0,3.0,0.598,-0.8656,0.12,Long (>5 min),Medium
2026-02-21,New Platform,Cancel a Payment,278.0,11,0,0.862,161.0,0,4.0,0.4864,-0.7483,0.11,Medium (2.5-5 min),Medium
2026-01-20,Legacy IVR,Rewards Redemption,365.0,5,1,0.937,246.0,0,4.0,0.7022,0.2486,0.05,Long (>5 min),High
2026-03-30,New Platform,Balance Inquiry,164.0,7,1,0.83,225.0,0,4.0,0.2035,0.0023,0.07,Medium (2.5-5 min),Medium
2026-01-25,Legacy IVR,Rewards Redemption,467.0,4,0,0.701,296.0,1,4.0,0.9553,0.835,0.04,Long (>5 min),Low
2026-02-28,New Platform,Recent Transactions,155.0,7,0,0.919,182.0,0,5.0,0.1811,-0.502,0.07,Medium (2.5-5 min),High
2026-03-17,New Platform,Make a Payment,237.0,8,1,0.836,340.0,0,4.0,0.3846,1.351,0.08,Medium (2.5-5 min),Medium
2026-01-02,Legacy IVR,Balance Inquiry,183.0,6,1,0.897,236.0,0,4.0,0.2506,0.1313,0.06,Medium (2.5-5 min),High
2026-03-18,New Platform,Rewards Redemption,177.0,7,0,0.86,293.0,0,4.0,0.2357,0.7998,0.07,Medium (2.5-5 min),Medium
2026-01-18,Legacy IVR,Make a Payment,290.0,7,0,0.859,300.0,0,5.0,0.5161,0.8819,0.07,Medium (2.5-5 min),Medium
2026-02-01,New Platform,Make a Payment,225.0,5,1,0.841,149.0,0,4.0,0.3548,-0.889,0.05,Medium (2.5-5 min),Medium
2026-03-16,New Platform,Make a Payment,290.0,6,1,0.93,289.0,0,3.0,0.5161,0.7529,0.06,Medium (2.5-5 min),High
2026-02-20,New Platform,Balance Inquiry,99.0,5,0,0.838,163.0,0,3.0,0.0422,-0.7248,0.05,Short (<2.5 min),Medium
2026-03-15,New Platform,Make a Payment,230.0,8,1,0.881,189.0,0,4.0,0.3672,-0.4199,0.08,Medium (2.5-5 min),Medium
2026-02-22,Legacy IVR,Balance Inquiry,167.0,7,1,0.845,281.0,0,5.0,0.2109,0.6591,0.07,Medium (2.5-5 min),Medium
2026-02-15,New Platform,Balance Inquiry,128.0,4,1,0.857,167.0,0,4.0,0.1141,-0.6779,0.04,Short (<2.5 min),Medium
2026-03-05,New Platform,Make a Payment,188.0,5,0,0.905,196.0,0,5.0,0.263,-0.3378,0.05,Medium (2.5-5 min),High
2026-03-17,New Platform,Recent Transactions,172.0,6,0,0.891,272.0,0,3.0,0.2233,0.5535,0.06,Medium (2.5-5 min),High
2026-02-10,Legacy IVR,Cancel a Payment,280.0,6,0,0.877,222.0,0,4.0,0.4913,-0.0329,0.06,Medium (2.5-5 min),Medium
2026-02-10,Legacy IVR,Recent Transactions,200.0,5,0,0.873,194.0,0,4.0,0.2928,-0.3613,0.05,Medium (2.5-5 min),Medium
2026-03-24,New Platform,Cancel a Payment,233.0,8,0,0.978,97.0,0,4.0,0.3747,-1.4989,0.08,Medium (2.5-5 min),High
2026-01-16,Legacy IVR,Make a Payment,266.0,7,2,0.838,278.0,0,4.0,0.4566,0.6239,0.07,Medium (2.5-5 min),Medium
2026-01-13,New Platform,Recent Transactions,298.0,5,0,0.822,143.0,1,2.0,0.536,-0.9594,0.05,Medium (2.5-5 min),Low
2026-02-11,Legacy IVR,Balance Inquiry,143.0,5,0,0.73,192.0,0,4.0,0.1514,-0.3847,0.05,Short (<2.5 min),Low
2026-01-23,New Platform,Recent Transactions,233.0,7,0,0.828,185.0,0,4.0,0.3747,-0.4668,0.07,Medium (2.5-5 min),Medium
2026-03-05,Legacy IVR,Make a Payment,408.0,11,2,0.596,297.0,0,4.0,0.8089,0.8467,0.11,Long (>5 min),Low
2026-03-07,Legacy IVR,Balance Inquiry,141.0,5,0,0.641,194.0,0,4.0,0.1464,-0.3613,0.05,Short (<2.5 min),Low
2026-02-15,Legacy IVR,Cancel a Payment,206.0,6,1,0.792,259.0,0,4.0,0.3077,0.401,0.06,Medium (2.5-5 min),Low
2026-02-02,Legacy IVR,Recent Transactions,147.0,3,0,0.894,277.0,0,4.0,0.1613,0.6121,0.03,Short (<2.5 min),High
2026-01-26,New Platform,Cancel a Payment,367.0,3,0,0.844,779.0,0,5.0,0.7072,6.4996,0.03,Long (>5 min),Medium
